2015-12-13 18:26:51,598 [main] INFO  o.s.c.s.FileSystemXmlApplicationContext - Refreshing org.springframework.context.support.FileSystemXmlApplicationContext@60df60da: startup date [Sun Dec 13 18:26:51 CST 2015]; parent: ApplicationContext 'red5.common'
2015-12-13 18:26:51,600 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:/home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/red5-default.xml]
2015-12-13 18:26:51,814 [main] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:26:51,820 [main] INFO  org.red5.server.tomcat.WarDeployer - War deployer service created
2015-12-13 18:26:51,844 [main] INFO  org.red5.server.tomcat.WarDeployer - Starting WarDeployer
2015-12-13 18:26:51,855 [main] INFO  org.red5.server.tomcat.WarDeployer - Deploy wars without app start
2015-12-13 18:26:52,026 [main] INFO  org.red5.server.tomcat.TomcatLoader - Loading tomcat
2015-12-13 18:26:52,029 [main] INFO  org.red5.server.tomcat.TomcatLoader - Server root: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server
2015-12-13 18:26:52,030 [main] INFO  org.red5.server.tomcat.TomcatLoader - Config root: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/conf
2015-12-13 18:26:52,077 [main] INFO  org.red5.server.tomcat.TomcatLoader - Application root: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps
2015-12-13 18:26:52,271 [main] INFO  org.red5.server.tomcat.TomcatLoader - Starting Tomcat servlet engine
2015-12-13 18:26:52,538 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: /usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2015-12-13 18:26:52,606 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-5080"]
2015-12-13 18:26:52,653 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2015-12-13 18:26:52,712 [main] INFO  o.a.catalina.core.StandardService - Starting service Tomcat
2015-12-13 18:26:52,713 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.0.28
2015-12-13 18:26:53,271 [0.0.0.0-startStop-1] INFO  o.a.catalina.startup.ContextConfig - No global web.xml found
